0,0,0,0,0,0,0,0,0,0,1.15,0,0,0
0,0,0,0,0,0,0,0,1.15,0,0,0,0,0
0,0,1.15,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.15,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.15,0,0,0,0,0,0,0
0,0,0,0,0,1.15,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.15,0
0,0,0,0,0,0,0,1.15,0,0,0,0,0,0
1.15,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.15,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.15,0,0
1.15,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.15,0,0,0
0,0,0,0,1.15,0,0,0,0,0,0,0,0,0
0,0,0,1.15,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.15
0,0,0,0,0,0,0,1.15,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.15
0,0,0,0,0,0,0,0,1.15,0,0,0,0,0
0,0,0,0,0,0,1.15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.15,0,0,0,0,0
0,0,0,0,0,0,1.15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.15,0,0,0,0,0
0,0,0,1.15,0,0,0,0,0,0,0,0,0,0
0,0,0,1.15,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.15,0,0,0,0
0,0,0,0,0,0,1.15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.15,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.15,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.15,0
0,0,0,0,0,0,0,1.15,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.15,0,0,0,0,0
1.15,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.15,0,0,0,0,0,0,0
0,0,0,0,0,1.15,0,0,0,0,0,0,0,0
0,0,0,0,0,1.15,0,0,0,0,0,0,0,0
0,1.15,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.15,0,0,0,0
0,0,0,0,0,0,1.15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.15,0,0,0,0,0,0
0,0,0,0,0,0,1.15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.15,0,0,0,0,0
0,0,0,0,0,0,0,0,1.15,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.15,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.15
0,0,0,0,0,0,0,0,0,0,1.15,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.15,0,0
0,0,0,0,0,0,1.15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.15,0
0,0,0,0,0,0,0,0,0,0,1.15,0,0,0
0,0,0,0,0,0,1.15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.15,0,0,0
0,0,0,1.15,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.15,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.15,0,0
0,0,0,0,0,0,0,0,0,1.15,0,0,0,0
0,0,0,0,0,0,1.15,0,0,0,0,0,0,0
0,0,0,0,0,0,1.15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.15,0,0,0,0,0
0,0,0,0,0,0,1.15,0,0,0,0,0,0,0
0,0,0,0,0,0,1.15,0,0,0,0,0,0,0
1.15,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.15,0
0,0,0,0,0,0,0,1.15,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.15,0,0,0
0,0,0,0,0,0,0,0,0,1.15,0,0,0,0
0,0,0,0,0,0,0,1.15,0,0,0,0,0,0
0,0,0,0,0,0,0,1.15,0,0,0,0,0,0
0,0,0,1.15,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.15,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.15,0,0
